"",".rownames","X1","X2","X3","X4","X5"
"849","neer",3,2,4,1,0
"850","neighbourstained",1,0,0,0,0
"851","neither",1,1,0,0,0
"852","nell",1,0,0,0,0
"853","nephew",1,0,0,0,0
"854","nets",1,0,0,0,0
"855","never",4,4,5,3,2
"856","new",4,3,4,0,1
"857","niece",1,0,0,0,0
"858","nieces",1,0,0,0,0
"859","night",14,22,19,10,3
"860","nights",2,2,1,1,0
"861","nimble",1,0,0,0,0
"862","nine",1,3,1,0,0
"863","nipple",1,0,0,0,0
"864","noble",1,0,5,0,2
"865","noise",1,1,0,1,5
"866","none",2,4,7,1,1
"867","nor",4,6,7,1,2
"868","north",1,0,0,0,0
"869","nose",2,0,0,0,0
"870","noses",1,0,0,0,0
"871","not",51,60,83,35,29
"872","note",2,0,0,2,0
"873","nothing",4,1,5,2,2
"874","nought",1,1,0,0,0
"875","nourishd",1,0,0,0,0
"876","now",22,18,21,17,4
"877","number",2,0,0,0,0
"878","nuptials",1,0,0,0,0
"879","nurse",27,47,40,28,1
"880","nursed",2,0,0,0,0
"881","obscured",1,0,0,0,0
"882","odd",2,0,0,0,0
"883","odds",1,0,0,0,0
"884","oer",8,1,1,1,0
"885","off",3,2,2,2,1
"886","oft",1,1,0,0,2
"887","often",2,0,0,0,0
"888","old",11,9,3,0,4
"889","once",4,0,3,1,2
"890","one",14,15,19,5,6
"891","only",6,1,1,1,0
"892","ope",1,0,0,0,1
"893","oppression",2,0,0,0,1
"894","ormore",1,0,0,0,0
"895","ornaments",1,0,0,1,0
"896","other",4,7,4,0,2
"897","others",2,0,3,0,4
"898","our",23,4,12,13,8
"899","ourselves",1,0,0,0,0
"900","out",13,13,18,7,2
"901","overthrows",1,0,0,0,0
"902","own",7,1,6,2,0
"903","pain",3,0,0,0,0
"904","painted",1,0,0,0,0
"905","painter",1,0,0,0,0
"906","pair",1,0,1,0,0
"907","palm",2,0,0,0,0
"908","palmers",2,0,0,0,0
"909","pantry",1,0,0,0,0
"910","paper",1,0,0,0,1
"911","parents",2,0,0,0,0
"912","paris",8,2,10,23,16
"913","parlous",1,0,0,0,0
"914","parsons",1,0,0,0,0
"915","part",8,5,5,4,1
"916","parted",1,0,0,0,0
"917","partisans",2,0,0,0,0
"918","pass",1,1,1,0,0
"919","passage",1,0,0,0,0
"920","passd",1,0,0,0,0
"921","passing",2,0,0,0,0
"922","past",1,1,1,4,0
"923","pathways",1,0,0,0,0
"924","patience",1,0,1,0,3
"925","patient",2,0,1,0,0
"926","pay",2,0,1,0,1
"927","peace",11,2,3,1,2
"928","peerd",1,0,0,0,0
"929","pen",1,0,0,0,0
"930","penalty",1,0,0,0,0
"931","pencil",1,0,0,0,0
"932","pens",1,0,0,0,0
"933","pentecost",1,0,0,0,0
"934","perforce",1,0,0,0,1
"935","perhaps",1,0,0,0,0
"936","pernicious",1,0,0,0,0
"937","person",1,0,0,0,1
"938","persons",2,0,0,0,0
"939","petrucio",1,0,0,0,0
"940","phrase",1,0,0,0,0
"941","piece",2,0,0,0,0
"942","pilgrim",2,0,0,0,0
"943","pilgrims",2,0,0,0,0
"944","pitch",1,0,0,0,0
"945","piteous",1,0,3,0,1
"946","pity",1,0,1,0,0
"947","place",2,2,2,1,5
"948","placentio",1,0,0,0,0
"949","plagues",1,0,0,0,0
"950","plaintainleaf",1,0,0,0,0
"951","plate",1,0,0,0,0
"952","plats",1,0,0,0,0
"953","play",2,0,1,6,0
"954","plays",1,0,0,1,0
"955","please",2,0,0,1,0
"956","pleasure",2,2,1,0,0
"957","poised",1,0,0,0,0
"958","poison",1,1,3,1,8
"959","poor",3,2,4,3,6
"960","portentous",1,0,0,0,0
"961","porter",1,0,0,0,0
"962","portly",1,0,0,0,0
"963","possess",1,0,0,0,0
"964","posterity",1,0,0,0,0
"965","potpan",2,0,0,0,0
"966","pray",7,5,3,2,0
"967","prayer",2,0,0,0,0
"968","prayers",2,0,1,0,0
"969","precious",2,0,0,0,1
"970","prepare",1,0,2,2,0
"971","prepared",1,0,0,0,0
"972","presence",1,0,0,0,1
"973","preserving",1,0,0,0,0
"974","presses",1,0,1,0,0
"975","prest",1,0,0,0,0
"976","prettiest",1,1,0,0,0
"977","pretty",5,0,0,2,0
"978","prick",1,1,0,0,0
"979","prickd",1,0,0,0,0
"980","pricking",1,0,0,0,0
"981","pricks",1,0,0,0,0
"982","pride",2,0,0,0,0
"983","prince",4,1,14,0,14
"984","princox",1,0,0,0,0
"985","prison",1,0,1,0,0
"986","private",1,0,1,0,0
"987","prodigious",1,0,0,0,0
"988","profane",1,0,0,0,0
"989","profaners",1,0,0,0,0
"990","prolixity",1,0,0,0,0
"991","prologue",2,1,0,0,0
"992","prompter",1,0,0,0,0
"993","proof",2,1,0,0,0
"994","propagate",1,0,0,0,0
"995","prove",1,5,0,0,0
"996","proverbd",1,0,0,0,0
"997","public",1,0,2,0,0
"998","puffs",1,0,0,0,0
"999","purged",2,0,0,0,0
"1000","purple",1,0,0,0,0
"1001","pursued",1,0,0,0,1
"1002","pursuing",1,0,0,0,0
"1003","push",1,0,0,0,0
"1004","put",5,0,3,7,3
"1005","quarrel",5,1,5,0,0
"1006","queen",1,0,0,0,0
"1007","quench",2,0,0,0,0
"1008","question",1,0,0,0,1
"1009","quickly",3,2,0,0,0
"1010","quiet",3,0,1,0,0
"1011","quote",1,0,0,0,0
"1012","quoth",4,1,0,0,0
"1013","rage",2,0,1,1,0
"1014","raised",1,0,0,0,1
"1015","rank",1,0,0,0,0
"1016","rapier",1,0,1,0,0
"1017","rather",1,0,1,2,0
"1018","read",5,1,0,0,0
"1019","reads",1,0,0,0,0
"1020","ready",2,0,1,2,0
"1021","rebellious",1,0,0,0,0
"1022","reckoning",2,0,0,0,0
"1023","rejoice",1,0,0,1,0
"1024","religion",1,0,0,0,0
"1025","remember",2,1,0,0,3
"1026","rememberd",1,0,0,0,0
"1027","remove",3,0,0,0,1
"1028","respect",1,1,0,0,0
"1029","rest",5,4,1,3,2
"1030","revels",1,0,0,0,0
"1031","rhyme",1,1,0,0,0
"1032","rich",4,3,0,0,3
"1033","right",3,2,0,0,0
"1034","ripe",1,0,0,0,0
"1035","romeo",62,104,89,8,31
"1036","romeos",1,1,6,1,7
"1037","rood",1,0,0,0,0
"1038","room",3,0,1,0,0
"1039","rooteth",1,0,0,0,0
"1040","rosaline",2,7,0,0,0
"1041","rough",5,0,0,0,0
"1042","round",1,0,0,0,0
"1043","rude",2,1,2,0,0
"1044","ruled",1,0,1,1,0
"1045","run",2,3,1,3,4
"1046","runnst",1,0,0,0,0
"1047","rushes",1,0,1,0,0
"1048","sad",1,2,0,1,1
"1049","sadly",1,0,0,0,0
"1050","sadness",4,0,0,0,0
"1051","said",7,2,1,2,3
"1052","sail",1,2,0,0,0
"1053","saint",1,3,4,0,1
"1054","saints",3,0,0,0,0
"1055","saintseducing",1,0,0,0,0
"1056","sake",1,0,3,0,0
"1057","same",1,1,3,3,6
"1058","sampson",21,0,0,0,0
"1059","saucy",1,1,0,0,0
"1060","save",1,1,1,0,0
"1061","saw",4,2,2,1,1
"1062","say",13,15,9,12,3
"1063","saying",1,0,0,0,0
"1064","scales",1,0,0,0,0
"1065","scant",1,0,0,0,0
"1066","scarf",1,0,0,0,0
"1067","scaring",1,0,0,0,0
"1068","scathe",1,0,0,0,0
"1069","scene",6,6,5,6,3
"1070","scope",1,0,0,0,0
"1071","scorn",3,0,2,0,0
"1072","scrape",1,0,0,0,0
"1073","sea",2,2,2,0,1
"1074","second",5,1,2,8,2
"1075","secret",1,2,0,0,0
"1076","secretnurse",1,0,0,0,0
"1077","see",10,6,7,5,8
"1078","seek",2,1,0,0,1
"1079","seeks",1,0,0,0,0
"1080","seem",1,0,0,0,0
"1081","seeming",1,0,2,0,0
"1082","seems",1,0,0,0,1
"1083","seen",4,0,0,1,1
"1084","semblance",1,0,0,0,0
"1085","sense",2,0,1,0,0
"1086","senseless",1,0,0,0,0
"1087","sent",1,1,0,0,0
"1088","sentence",1,1,0,0,0
"1089","serious",1,0,0,0,0
"1090","servant",20,0,0,7,0
"1091","servants",1,0,1,0,0
"1092","serve",2,1,2,1,0
"1093","served",1,1,0,0,0
"1094","servingman",1,0,0,0,0
"1095","servingmen",1,0,0,2,0
"1096","set",2,2,3,1,2
"1097","several",1,0,0,0,0
"1098","severity",1,0,0,0,0
"1099","shady",1,0,0,0,0
"1100","shaft",1,0,0,0,0
"1101","shake",1,0,0,0,1
"1102","shakespeare",1,0,0,0,0
"1103","shall",30,15,33,25,7
"1104","shalt",1,0,3,4,3
"1105","shame",2,1,4,4,1
"1106","shape",1,0,4,0,0
"1107","share",2,0,0,0,0
"1108","she",37,34,23,12,8
"1109","shegod",1,0,0,0,0
"1110","shell",1,0,1,0,0
"1111","shes",2,0,0,8,0
"1112","shift",1,0,0,0,0
"1113","shin",1,0,0,0,0
"1114","shining",1,0,0,0,0
"1115","shoemaker",1,0,0,0,0
"1116","shoes",1,0,1,0,0
"1117","short",1,3,0,2,1
"1118","should",13,9,12,8,7
"1119","show",6,0,1,1,3
"1120","shown",2,0,0,0,0
"1121","shows",5,0,2,0,0
"1122","shrift",1,3,0,1,0
"1123","shrine",1,0,0,0,0
"1124","shunnd",1,0,0,0,0
"1125","shut",1,0,1,2,1
"1126","shuts",1,0,0,1,0
"1127","sick",2,2,0,2,1
"1128","side",2,1,0,0,1
"1129","sides",1,0,0,0,0
"1130","siege",1,0,0,0,1
"1131","sighs",2,1,1,0,1
"1132","sight",2,2,1,2,2
"1133","signior",3,1,0,0,0
"1134","sin",5,1,3,2,1
"1135","since",5,1,3,1,1
"1136","sink",2,0,0,0,0
"1137","sir",16,11,13,12,5
"1138","sirrah",3,0,0,2,1
"1139","sirreverence",1,0,0,0,0
"1140","sisters",1,0,0,0,0
"1141","sit",2,2,1,1,0
"1142","sits",1,0,0,0,1
"1143","sitting",1,0,1,0,0
"1144","six",1,0,0,0,0
"1145","slave",2,0,0,0,1
"1146","sleep",1,5,1,2,3
"1147","sleeps",1,0,0,0,1
"1148","sluttish",1,0,0,0,0
"1149","small",1,1,0,1,0
"1150","smallest",1,0,0,0,0
"1151","smelling",1,0,0,0,0
"1152","smoke",2,0,0,0,0
"1153","smooth",1,0,1,0,0
"1154","snowy",1,0,0,0,0
"1155","soar",2,0,0,0,0
"1156","soft",1,1,3,0,0
"1157","soldiers",1,0,1,0,0
"1158","solemnity",2,0,0,1,0
"1159","soles",1,0,0,0,0
"1160","some",7,12,14,7,16
"1161","sometime",3,0,0,0,0
"1162","son",7,4,3,1,1
"1163","soon",2,6,5,0,0
"1164","sooner",1,0,0,0,0
"1165","soonest",1,0,0,0,0
"1166","sore",1,0,0,0,0
"1167","sorrows",1,0,1,0,0
"1168","sought",1,1,0,1,0
"1169","soul",3,3,5,2,1
"1170","souls",1,0,0,0,1
"1171","sounding",1,0,0,1,0
"1172","south",1,0,0,0,0
"1173","spanish",1,0,0,0,0
"1174","sparing",1,0,0,0,0
"1175","sparkling",1,0,0,0,0
"1176","speak",2,10,13,3,0
"1177","speech",1,0,0,0,0
"1178","spiders",2,0,0,0,0
"1179","spite",2,1,0,1,0
"1180","splendor",1,0,0,0,0
"1181","spoke",2,2,1,1,0
"1182","spoken",1,0,0,0,0
"1183","sport",2,0,0,0,0
"1184","spread",1,0,1,0,0
"1185","sprung",1,0,0,0,0
"1186","squirrel",1,0,0,0,0
"1187","stage",1,0,0,0,0
"1188","stakes",1,0,0,0,0
"1189","stand",7,7,6,1,5
"1190","stands",1,0,3,0,0
"1191","starcrossd",1,0,0,0,0
"1192","stars",2,2,1,0,2
"1193","starts",1,0,1,0,0
"1194","starved",1,0,0,0,0
"1195","state",1,0,2,2,0
"1196","stay",4,7,7,3,7
"1197","stays",1,1,0,0,0
"1198","steals",1,0,0,0,0
"1199","steel",1,1,2,0,0
"1200","steerage",1,0,0,0,0
"1201","step",1,0,0,1,0
"1202","stickst",1,0,0,0,0
"1203","still",2,4,5,1,2
"1204","stillwaking",1,0,0,0,0
"1205","stint",1,0,0,0,0
"1206","stinted",2,0,0,0,0
"1207","stir",2,0,0,4,0
"1208","stock",1,0,0,0,0
"1209","stole",1,0,0,0,0
"1210","stone",1,0,0,0,0
"1211","store",2,0,0,0,0
"1212","storm",1,0,1,0,0
"1213","story",1,0,0,0,1
"1214","straight",4,2,0,1,3
"1215","stranger",1,0,0,0,0
"1216","strangers",1,0,0,0,0
"1217","street",2,1,1,0,2
"1218","streets",2,0,2,0,0
"1219","strength",1,1,0,3,1
"1220","strife",1,0,1,0,0
"1221","strike",5,0,0,0,0
"1222","strive",1,0,0,0,0
"1223","strong",1,0,1,1,0
"1224","struck",1,1,0,0,0
"1225","strucken",1,0,0,0,0
"1226","subjects",1,0,0,0,0
"1227","substance",1,1,1,0,0
"1228","such",11,10,17,4,4
"1229","suckd",1,0,0,0,1
"1230","suit",2,1,0,0,0
"1231","summer",1,1,0,0,0
"1232","summers",1,1,0,0,0
"1233","sun",5,5,4,0,1
"1234","supper",3,1,0,0,0
"1235","supposed",1,1,0,0,1
"1236","sups",1,0,0,0,0
"1237","susan",3,0,0,0,0
"1238","swallowd",1,0,0,0,0
"1239","swan",1,0,0,0,0
"1240","swashing",1,0,0,0,0
"1241","swear",1,7,1,0,0
"1242","swears",1,0,0,0,0
"1243","sweet",3,18,7,2,3
"1244","sweetly",1,0,0,0,0
"1245","sweetmeats",1,0,0,0,0
"1246","sword",5,0,3,0,0
"1247","swords",3,1,0,0,1
"1248","sworn",1,1,1,0,0
"1249","swung",1,0,0,0,0
"1250","sycamore",1,0,0,0,0
"1251","tables",1,0,0,0,0
"1252","tail",1,0,0,0,0
"1253","tailor",1,0,1,0,0
"1254","tainted",1,0,0,0,0
"1255","take",12,6,12,4,7
"1256","tale",1,4,0,0,1
"1257","talk",5,1,4,0,2
"1258","talkd",1,0,0,1,0
"1259","talkst",1,0,0,0,0
"1260","tartars",1,0,0,0,0
"1261","taste",1,2,0,0,0
"1262","teach",3,0,0,0,0
"1263","team",1,0,0,0,0
"1264","tears",3,0,9,7,1
"1265","teat",1,0,0,0,0
"1266","teeth",2,0,0,0,0
"1267","tell",11,16,11,4,3
"1268","tender",3,1,3,0,0
"1269","term",1,0,1,0,0
"1270","terms",1,0,0,0,0
"1271","tetchy",1,0,0,0,0
"1272","than",7,16,13,4,7
"1273","thank",2,1,3,0,0
"1274","that",71,89,102,36,46
"1275","thats",1,6,0,1,0
"1276","the",197,146,151,82,105
"1277","thee",17,38,40,14,30
"1278","their",18,13,6,4,6
"1279","them",15,4,12,7,5
"1280","theme",1,0,0,0,0
"1281","then",22,12,19,15,16
"1282","thence",1,0,0,0,1
"1283","there",6,14,20,6,18
"1284","therefore",4,8,6,3,2
"1285","these",7,10,9,5,12
"1286","they",19,15,13,5,5
"1287","theyre",1,0,0,0,0
"1288","thin",1,0,0,0,0
"1289","thine",3,3,4,0,3
"1290","thing",6,5,1,2,3
"1291","things",1,0,1,5,1
"1292","think",8,2,6,1,4
"1293","thirty",2,0,0,0,0
"1294","this",46,35,41,41,53
"1295","thither",1,1,2,0,0
"1296","thorn",1,0,0,0,0
"1297","those",4,3,6,1,2
"1298","thou",37,77,103,29,30
"1299","though",2,4,4,1,0
"1300","thous",1,0,0,0,0
"1301","thousand",1,3,3,0,0
"1302","three",1,2,1,2,1
"1303","thrice",1,0,0,0,0
"1304","throats",1,0,0,0,0
"1305","through",2,3,0,2,1
"1306","throw",1,0,0,0,0
"1307","thrust",2,0,1,0,0
"1308","thrusts",1,0,0,0,0
"1309","thumb",6,0,0,0,0
"1310","thus",3,2,2,0,2
"1311","thy",14,49,53,18,33
"1312","tiberio",1,0,0,0,0
"1313","tickle",1,0,0,0,0
"1314","tickling",1,0,0,0,0
"1315","till",3,8,5,2,4
"1316","time",5,3,9,12,5
"1317","times",1,4,3,0,0
"1318","tis",21,6,8,5,0
"1319","tithepigs",1,0,0,0,0
"1320","today",1,2,0,0,0
"1321","toes",1,0,0,0,0
"1322","toil",1,1,0,0,1
"1323","tonight",1,5,2,2,5
"1324","too",23,15,12,2,5
"1325","took",1,1,0,0,3
"1326","tool",1,0,0,0,0
"1327","torch",2,0,0,0,6
"1328","torchbearers",1,0,0,0,0
"1329","torches",2,0,0,0,0
"1330","tormented",1,0,0,0,0
"1331","torture",1,0,3,0,0
"1332","touch",2,1,0,0,0
"1333","touching",1,0,0,0,0
"1334","towards",2,0,1,1,0
"1335","town",1,1,1,0,1
"1336","traces",1,0,0,0,0
"1337","traffic",1,0,0,0,0
"1338","transgression",1,0,0,0,0
"1339","transparent",1,0,0,0,0
"1340","treads",1,0,0,0,0
"1341","treasure",1,0,0,0,0
"1342","tremble",1,0,0,1,0
"1343","trencher",2,0,0,0,0
"1344","trespass",1,0,0,0,0
"1345","trick",1,0,0,0,0
"1346","trifling",1,0,0,0,0
"1347","trooping",1,0,0,0,0
"1348","troubled",1,0,0,0,0
"1349","trow",1,1,0,0,0
"1350","trudge",2,0,0,0,0
"1351","true",6,8,5,2,7
"1352","truth",1,1,1,1,1
"1353","turn",6,2,2,2,0
"1354","turning",2,0,0,0,0
"1355","tut",4,0,0,0,0
"1356","twas",1,1,0,1,0
"1357","twelve",1,1,0,0,0
"1358","twenty",1,4,3,1,1
"1359","two",9,7,3,2,1
"1360","tybalt",11,3,48,3,2
"1361","tyrannous",1,0,0,0,0
"1362","tyrant",1,0,1,0,0
"1363","unattainted",1,0,0,0,0
"1364","unbound",1,0,0,0,0
"1365","uncle",4,0,0,0,0
"1366","unclean",1,0,0,0,0
"1367","under",2,1,2,0,2
"1368","underneath",1,0,1,0,0
"1369","unharmd",1,0,0,0,0
"1370","unknown",1,0,0,0,0
"1371","unless",1,1,3,1,0
"1372","unlookdfor",1,0,0,0,0
"1373","unplagued",1,0,0,0,0
"1374","unrest",1,0,0,0,0
"1375","untangled",1,0,0,0,0
"1376","untimely",1,0,1,1,2
"1377","unto",2,2,2,1,2
"1378","unwashed",1,0,0,0,0
"1379","unworthiest",1,0,0,0,0
"1380","upon",7,10,11,5,10
"1381","urged",2,0,1,0,0
"1382","use",2,4,6,0,2
"1383","vain",2,1,0,0,0
"1384","valentine",1,0,0,0,0
"1385","valentio",1,0,0,0,0
"1386","valiant",2,0,0,0,0
"1387","vanity",1,1,0,0,0
"1388","veins",1,0,0,2,1
"1389","verona",6,0,3,0,1
"1390","veronas",2,0,0,0,0
"1391","very",3,13,6,3,0
"1392","vessels",1,0,0,0,0
"1393","vexd",1,0,1,0,0
"1394","view",3,0,0,0,0
"1395","vile",1,1,5,0,1
"1396","villain",4,0,12,0,1
"1397","virtuous",2,0,0,0,0
"1398","visage",1,0,0,0,0
"1399","visor",3,0,0,0,0
"1400","vitravio",1,0,0,0,0
"1401","voice",2,1,1,0,1
"1402","volume",2,0,0,0,0
"1403","vow",1,2,0,0,0
"1404","waddled",1,0,0,0,0
"1405","wagoner",1,0,1,0,0
"1406","wagonspokes",1,0,0,0,0
"1407","wait",1,0,0,0,0
"1408","waiting",1,0,0,0,0
"1409","wakes",1,0,0,0,2
"1410","walk",1,0,1,2,0
"1411","walking",1,0,0,0,0
"1412","wall",6,4,0,0,0
"1413","wantons",1,1,0,0,0
"1414","ward",1,0,0,0,0
"1415","ware",1,1,0,0,0
"1416","warrant",2,5,1,3,0
"1417","was",12,9,13,5,10
"1418","wast",1,4,1,0,0
"1419","waste",2,1,0,0,0
"1420","watch",1,1,2,2,7
"1421","watery",1,0,0,0,0
"1422","wax",1,0,1,0,0
"1423","waxes",1,0,0,0,0
"1424","way",1,2,4,0,2
"1425","weak",2,1,0,0,0
"1426","weaker",1,0,0,0,0
"1427","weakest",1,0,0,0,0
"1428","wealth",1,1,0,0,0
"1429","weandi",1,0,0,0,0
"1430","weapon",1,1,0,0,0
"1431","weapons",1,0,1,0,0
"1432","web",1,0,0,0,0
"1433","wedding",1,0,0,1,0
"1434","weep",1,0,5,2,1
"1435","weighd",1,0,0,0,0
"1436","welcome",5,0,2,0,1
"1437","well",18,17,16,11,6
"1438","wellapparelld",1,0,0,0,0
"1439","wellgovernd",1,0,0,0,0
"1440","wellseeming",1,0,0,0,0
"1441","went",1,0,0,0,0
"1442","were",7,18,8,0,4
"1443","wert",1,1,1,0,0
"1444","westward",1,0,0,0,0
"1445","what",38,38,41,26,21
"1446","whats",4,2,1,1,1
"1447","when",13,17,11,8,4
"1448","whence",1,0,1,0,0
"1449","where",9,14,12,9,7
"1450","wherefore",1,2,2,0,0
"1451","wherein",1,0,0,0,0
"1452","wheres",3,0,2,0,1
"1453","whereto",1,0,0,0,0
"1454","which",16,14,15,7,8
"1455","while",5,0,0,0,2
"1456","whip",1,0,1,0,0
"1457","whippd",1,0,0,0,0
"1458","whispering",1,0,0,0,0
"1459","whither",2,0,0,0,0
"1460","who",13,6,11,0,5
"1461","whom",1,2,2,0,1
"1462","whose",7,1,4,1,2
"1463","why",9,7,9,10,2
"1464","widow",1,0,0,0,0
"1465","wield",1,0,0,0,0
"1466","wife",2,1,6,6,4
"1467","wilful",1,0,0,0,0
"1468","will",29,27,34,30,27
"1469","willingly",1,0,0,0,0
"1470","wilt",7,8,13,1,1
"1471","wind",2,0,1,0,0
"1472","window",1,2,2,0,0
"1473","windows",1,0,0,1,0
"1474","winds",1,0,1,0,0
"1475","wine",1,0,0,0,0
"1476","wings",2,2,1,0,0
"1477","winter",1,0,0,0,0
"1478","wisdom",1,0,1,2,0
"1479","wise",2,1,1,1,0
"1480","wisely",1,3,1,0,0
"1481","wish",1,2,3,0,0
"1482","wit",3,2,4,3,0
"1483","with",66,41,62,39,43
"1484","withal",3,0,2,0,0
"1485","withdraw",1,1,1,0,0
"1486","wither",1,0,0,0,0
"1487","within",3,10,3,2,3
"1488","without",6,2,3,1,1
"1489","withoutbook",1,0,0,0,0
"1490","wits",1,3,0,1,0
"1491","woe",1,1,7,2,3
"1492","woman",1,1,1,0,0
"1493","women",3,1,0,0,0
"1494","woo",1,1,2,0,0
"1495","wood",1,1,0,0,0
"1496","wooes",1,0,0,0,0
"1497","word",6,7,14,1,0
"1498","world",2,4,6,0,3
"1499","worldwhy",1,0,0,0,0
"1500","worm",2,0,0,0,0
"1501","wormwood",2,0,0,0,0
"1502","worn",1,2,0,0,1
"1503","worshippd",1,0,0,0,0
"1504","would",6,24,16,3,7
"1505","wretch",1,0,1,0,1
"1506","writ",3,0,0,1,3
"1507","writing",1,0,0,0,0
"1508","written",4,1,0,0,0
"1509","wrong",2,0,0,0,0
"1510","yard",1,0,0,0,0
"1511","yea",2,1,0,0,1
"1512","year",3,0,0,0,0
"1513","years",8,1,1,2,0
"1514","yes",2,0,0,0,0
"1515","yet",6,18,12,4,7
"1516","yond",1,0,0,0,2
"1517","yonder",2,2,1,1,0
"1518","you",86,46,83,60,16
"1519","youll",3,0,0,1,0
"1520","young",8,9,5,1,0
"1521","younger",2,0,0,0,0
"1522","your",23,15,40,17,8
"1523","yours",3,1,0,0,0
"1524","yourself",2,1,1,1,0
"1525","youth",1,1,0,0,4
"1526","abbey",0,1,0,0,0
"1527","aboard",0,1,0,0,0
"1528","abuse",0,1,0,0,0
"1529","accents",0,1,0,0,0
"1530","access",0,1,0,0,0
"1531","ache",0,1,0,0,0
"1532","aches",0,1,0,0,0
"1533","aching",0,1,0,0,0
"1534","action",0,1,0,0,0
"1535","adam",0,1,0,0,0
"1536","added",0,1,0,0,0
"1537","adieu",0,1,2,1,0
"1538","adjacent",0,1,0,0,0
"1539","advance",0,1,0,0,0
"1540","adventure",0,1,0,0,1
"1541","afeard",0,1,0,0,0
"1542","affecting",0,1,0,0,0
"1543","affection",0,1,1,0,0
"1544","afflicted",0,1,0,0,0
"1545","afore",0,1,1,1,0
"1546","alack",0,1,3,5,2
"1547","alliance",0,1,0,0,0
"1548","allow",0,1,0,0,0
"1549","almost",0,1,0,1,1
"1550","aloud",0,1,1,0,0
"1551","although",0,1,0,0,0
"1552","amen",0,2,1,1,0
"1553","angel",0,1,0,0,0
"1554","anger",0,4,0,0,0
"1555","anonbut",0,1,0,0,0
"1556","answer",0,5,3,2,0
"1557","apace",0,1,1,0,0
"1558","ape",0,1,0,0,0
"1559","appear",0,2,0,1,0
"1560","appears",0,1,0,0,0
"1561","appetite",0,1,0,0,0
"1562","argues",0,1,0,0,0
"1563","argument",0,1,0,0,0
"1564","arise",0,1,2,0,0
"1565","arm",0,1,6,0,0
"1566","arrives",0,1,0,0,0
"1567","assistant",0,1,0,0,0
"1568","assure",0,1,0,0,0
"1569","attempt",0,1,0,0,0
"1570","attending",0,1,0,0,0
"1571","aught",0,1,0,0,1
"1572","aweary",0,1,0,0,0
"1573","bad",0,2,0,1,0
"1574","badst",0,1,0,0,0
"1575","bait",0,1,0,0,0
"1576","baleful",0,1,0,0,0
"1577","ball",0,1,0,0,0
"1578","bandy",0,1,0,0,0
"1579","baptized",0,1,0,0,0
"1580","basket",0,1,0,0,0
"1581","bauble",0,1,0,0,0
"1582","bawd",0,3,0,0,0
"1583","bawdy",0,1,0,0,0
"1584","befits",0,1,0,0,0
"1585","beggarmaid",0,1,0,0,0
"1586","beggars",0,1,0,0,1
"1587","begins",0,1,1,0,0
"1588","behavior",0,1,0,0,0
"1589","behind",0,1,0,1,0
"1590","belonging",0,1,0,0,1
"1591","beloved",0,1,0,0,0
"1592","bench",0,1,0,0,0
"1593","benedicite",0,1,0,0,0
"1594","bent",0,1,0,0,0
"1595","bepaint",0,1,0,0,0
"1596","berhyme",0,1,0,0,0
"1597","bescreend",0,1,0,0,0
"1598","beshrew",0,1,2,0,1
"1599","bestride",0,1,0,0,0
"1600","bestrides",0,1,0,0,0
"1601","betwitched",0,1,0,0,0
"1602","bird",0,2,0,0,0
"1603","birds",0,2,0,0,0
"1604","blazon",0,1,0,0,0
"1605","bless",0,1,1,0,0
"1606","body",0,1,5,1,2
"1607","bold",0,1,3,0,0
"1608","bon",0,1,0,0,0
"1609","bondage",0,1,0,0,0
"1610","bones",0,5,0,2,1
"1611","books",0,1,0,0,0
"1612","boundless",0,1,0,0,0
"1613","bounty",0,1,0,0,0
"1614","bowboys",0,1,0,0,0
"1615","breaks",0,1,0,0,0
"1616","breath",0,6,2,1,5
"1617","breathe",0,1,0,0,0
"1618","brightness",0,1,0,0,0
"1619","brine",0,1,0,0,0
"1620","bring",0,1,3,2,5
"1621","broad",0,3,1,0,0
"1622","burying",0,1,0,0,0
"1623","business",0,2,0,1,0
"1624","butcher",0,1,0,0,0
"1625","button",0,1,0,0,0
"1626","buttshaft",0,1,0,0,0
"1627","caetera",0,1,0,0,0
"1628","cage",0,1,0,0,0
"1629","calld",0,1,0,0,0
"1630","camest",0,1,0,1,0
"1631","canker",0,1,0,0,0
"1632","captain",0,1,0,0,0
"1633","catch",0,1,0,0,0
"1634","cats",0,1,1,0,0
"1635","cave",0,1,1,0,0
"1636","cease",0,2,0,0,1
"1637","cell",0,6,3,3,5
"1638","centre",0,1,0,0,0
"1639","challenge",0,1,1,0,0
"1640","changed",0,1,1,0,0
"1641","changes",0,1,0,0,0
"1642","charm",0,1,0,0,0
"1643","chase",0,1,0,0,0
"1644","cheeks",0,2,1,1,2
"1645","cheer",0,1,0,1,0
"1646","cheers",0,1,0,0,0
"1647","chequering",0,1,0,0,0
"1648","cherishing",0,1,0,0,0
"1649","cheveril",0,1,0,0,0
"1650","chide",0,2,2,1,0
"1651","chidst",0,1,0,0,0
"1652","chorus",0,2,0,0,0
"1653","church",0,2,4,3,0
"1654","circle",0,1,0,0,0
"1655","circled",0,1,0,0,0
"1656","circumstance",0,1,0,0,1
"1657","clears",0,1,0,0,0
"1658","cleft",0,1,0,0,0
"1659","cleopatra",0,1,0,0,0
"1660","climb",0,2,0,0,0
