"",".rownames","X1","X2","X3","X4","X5"
"2451","careful",0,0,1,0,0
"2452","carelessly",0,0,1,0,0
"2453","carries",0,0,1,0,0
"2454","carrion",0,0,1,0,0
"2455","carrionflies",0,0,1,0,0
"2456","cat",0,0,2,0,0
"2457","chances",0,0,1,0,0
"2458","charge",0,0,1,0,2
"2459","cherish",0,0,1,0,0
"2460","childhood",0,0,1,0,0
"2461","childs",0,0,1,0,0
"2462","choplogic",0,0,1,0,0
"2463","churchdoor",0,0,1,0,0
"2464","claps",0,0,1,0,0
"2465","cloudy",0,0,1,0,0
"2466","cockatrice",0,0,1,0,0
"2467","coldly",0,0,1,0,0
"2468","comforted",0,0,1,0,0
"2469","coming",0,0,2,0,2
"2470","conceald",0,0,1,0,0
"2471","concludes",0,0,1,0,0
"2472","conduct",0,0,2,0,1
"2473","conduit",0,0,1,0,0
"2474","confines",0,0,1,0,0
"2475","consort",0,0,3,0,0
"2476","consortst",0,0,1,0,0
"2477","containing",0,0,1,0,0
"2478","convey",0,0,1,0,0
"2479","corse",0,0,3,3,1
"2480","coughing",0,0,1,0,0
"2481","couldst",0,0,2,0,0
"2482","counterfeitst",0,0,1,0,0
"2483","couple",0,0,1,0,0
"2484","courage",0,0,1,0,0
"2485","courts",0,0,1,0,0
"2486","courtship",0,0,1,0,0
"2487","cousins",0,0,2,1,0
"2488","cracking",0,0,1,0,0
"2489","cries",0,0,3,0,0
"2490","crownd",0,0,1,0,0
"2491","curse",0,0,1,0,0
"2492","curtain",0,0,1,0,0
"2493","cuttst",0,0,1,0,0
"2494","cynthias",0,0,1,0,0
"2495","damnation",0,0,1,0,0
"2496","damned",0,0,4,0,0
"2497","deadly",0,0,3,0,0
"2498","deaf",0,0,2,0,0
"2499","dearer",0,0,1,0,0
"2500","dearloved",0,0,1,0,0
"2501","dearly",0,0,2,0,0
"2502","deathdarting",0,0,1,0,0
"2503","deaths",0,0,1,1,1
"2504","deceit",0,0,1,0,0
"2505","decree",0,0,1,0,0
"2506","decreed",0,0,1,0,0
"2507","deeds",0,0,1,0,0
"2508","defence",0,0,1,0,0
"2509","deliverd",0,0,1,0,0
"2510","denote",0,0,1,0,0
"2511","depend",0,0,1,0,0
"2512","descend",0,0,1,0,1
"2513","determine",0,0,2,0,0
"2514","dexterity",0,0,1,0,0
"2515","digressing",0,0,1,0,0
"2516","dim",0,0,1,0,1
"2517","discords",0,0,2,0,1
"2518","discover",0,0,1,0,0
"2519","disguised",0,0,1,0,0
"2520","dishclout",0,0,1,0,0
"2521","dishonourable",0,0,1,0,0
"2522","dismal",0,0,1,1,0
"2523","dismemberd",0,0,1,0,0
"2524","disobedient",0,0,1,1,0
"2525","displant",0,0,1,0,0
"2526","displeased",0,0,1,0,0
"2527","displeasure",0,0,1,0,0
"2528","dispraise",0,0,1,0,0
"2529","dispute",0,0,1,0,0
"2530","dissemblers",0,0,1,0,0
"2531","divideth",0,0,1,0,0
"2532","divine",0,0,1,0,0
"2533","divinest",0,0,1,0,0
"2534","division",0,0,1,0,0
"2535","doing",0,0,1,0,1
"2536","doom",0,0,6,0,0
"2537","doomsday",0,0,1,0,1
"2538","doublet",0,0,1,0,0
"2539","doubt",0,0,2,1,1
"2540","dovefeatherd",0,0,1,0,0
"2541","downright",0,0,1,0,0
"2542","dozen",0,0,1,0,0
"2543","drag",0,0,1,0,0
"2544","dragon",0,0,1,0,0
"2545","dram",0,0,1,0,1
"2546","drawer",0,0,1,0,0
"2547","drawing",0,0,2,0,0
"2548","draws",0,0,2,0,0
"2549","dreadful",0,0,1,0,0
"2550","drinks",0,0,1,0,1
"2551","drizzle",0,0,1,0,0
"2552","drops",0,0,1,0,0
"2553","drybeat",0,0,1,1,0
"2554","eagle",0,0,1,0,0
"2555","earl",0,0,1,0,0
"2556","easter",0,0,1,0,0
"2557","ebb",0,0,1,0,0
"2558","effeminate",0,0,1,0,0
"2559","egg",0,0,2,0,0
"2560","eight",0,0,1,0,0
"2561","eloquence",0,0,1,0,0
"2562","enamourd",0,0,1,0,0
"2563","enjoyd",0,0,1,0,0
"2564","enoughtwill",0,0,1,0,0
"2565","enters",0,0,1,0,1
"2566","entertaind",0,0,1,0,0
"2567","errand",0,0,1,0,0
"2568","estate",0,0,1,0,0
"2569","evermore",0,0,2,0,0
"2570","excuses",0,0,1,0,0
"2571","exhales",0,0,1,0,0
"2572","exile",0,0,5,0,1
"2573","exiled",0,0,1,0,0
"2574","expectst",0,0,1,0,0
"2575","expressly",0,0,1,0,0
"2576","fails",0,0,1,0,0
"2577","falln",0,0,1,0,0
"2578","falls",0,0,3,1,2
"2579","familiar",0,0,1,0,0
"2580","fate",0,0,1,0,0
"2581","feeling",0,0,2,0,0
"2582","feesimple",0,0,2,0,0
"2583","fell",0,0,1,0,0
"2584","fellowship",0,0,1,0,0
"2585","festival",0,0,1,1,0
"2586","fettle",0,0,1,0,0
"2587","fickle",0,0,3,0,0
"2588","fiddlestick",0,0,1,0,0
"2589","field",0,0,1,1,0
"2590","fiend",0,0,3,0,0
"2591","fieryfooted",0,0,1,0,0
"2592","fireeyed",0,0,1,0,0
"2593","flask",0,0,1,0,0
"2594","flood",0,0,1,0,0
"2595","flow",0,0,1,0,0
"2596","flowering",0,0,1,0,0
"2597","followd",0,0,1,0,0
"2598","follower",0,0,1,0,0
"2599","followers",0,0,1,0,0
"2600","following",0,0,1,0,0
"2601","forbear",0,0,1,0,1
"2602","forbidden",0,0,1,0,0
"2603","free",0,0,1,1,0
"2604","friend",0,0,10,0,3
"2605","fun",0,0,1,0,0
"2606","furious",0,0,1,0,0
"2607","fury",0,0,2,0,1
"2608","gainst",0,0,1,0,0
"2609","gallant",0,0,2,0,0
"2610","gallop",0,0,1,0,0
"2611","garish",0,0,1,0,0
"2612","gavest",0,0,1,0,0
"2613","general",0,0,1,0,1
"2614","gentler",0,0,1,0,0
"2615","godo",0,0,1,0,0
"2616","goeth",0,0,1,0,0
"2617","goreblood",0,0,1,0,0
"2618","gorgeous",0,0,1,0,0
"2619","gossips",0,0,2,0,0
"2620","gravity",0,0,1,0,0
"2621","graze",0,0,1,0,0
"2622","greensickness",0,0,1,0,0
"2623","greetings",0,0,1,0,0
"2624","grievances",0,0,1,0,0
"2625","grieve",0,0,1,0,0
"2626","grows",0,0,2,0,0
"2627","guilty",0,0,1,0,1
"2628","gun",0,0,1,0,0
"2629","hang",0,0,3,1,1
"2630","hanged",0,0,1,0,0
"2631","happily",0,0,1,1,0
"2632","harsh",0,0,1,0,0
"2633","hasten",0,0,1,0,0
"2634","hates",0,0,1,0,0
"2635","haunt",0,0,1,0,0
"2636","hazel",0,0,1,0,0
"2637","heartsick",0,0,1,0,0
"2638","heavenly",0,0,1,0,0
"2639","heaviness",0,0,2,0,0
"2640","heed",0,0,2,0,0
"2641","hencebanished",0,0,1,0,0
"2642","herald",0,0,1,0,0
"2643","hereafter",0,0,1,0,1
"2644","highway",0,0,1,0,0
"2645","hilding",0,0,1,0,0
"2646","himdead",0,0,1,0,0
"2647","hollow",0,0,2,0,1
"2648","honesty",0,0,1,0,0
"2649","hood",0,0,1,2,0
"2650","hope",0,0,2,2,0
"2651","howlings",0,0,1,0,0
"2652","humbly",0,0,1,0,0
"2653","hunting",0,0,1,0,0
"2654","huntsup",0,0,1,0,0
"2655","hurdle",0,0,1,0,0
"2656","ignorance",0,0,1,0,0
"2657","illdivining",0,0,1,0,0
"2658","immediately",0,0,2,0,0
"2659","impatient",0,0,1,0,0
"2660","infold",0,0,1,0,0
"2661","injured",0,0,1,0,0
"2662","injuries",0,0,1,0,0
"2663","interest",0,0,1,0,0
"2664","italy",0,0,1,0,0
"2665","itch",0,0,1,0,0
"2666","iwell",0,0,1,0,0
"2667","jack",0,0,1,1,0
"2668","jocund",0,0,1,0,0
"2669","joints",0,0,1,2,0
"2670","juliets",0,0,2,2,2
"2671","just",0,0,2,0,0
"2672","justice",0,0,1,0,0
"2673","justly",0,0,1,0,0
"2674","killd",0,0,5,1,1
"2675","killing",0,0,1,0,0
"2676","knocking",0,0,4,0,0
"2677","knocks",0,0,2,0,0
"2678","lace",0,0,1,0,0
"2679","ladyship",0,0,1,0,0
"2680","lain",0,0,1,1,1
"2681","lamentation",0,0,1,0,0
"2682","lamentations",0,0,1,0,0
"2683","lark",0,0,6,0,0
"2684","lately",0,0,1,0,0
"2685","leap",0,0,1,1,0
"2686","learning",0,0,1,0,0
"2687","leaving",0,0,1,0,0
"2688","lenity",0,0,1,0,0
"2689","level",0,0,1,0,0
"2690","limit",0,0,1,0,0
"2691","living",0,0,2,2,1
"2692","lodge",0,0,1,0,0
"2693","lodging",0,0,1,0,1
"2694","lookd",0,0,1,0,0
"2695","lose",0,0,2,0,0
"2696","loss",0,0,4,0,0
"2697","loveperforming",0,0,1,0,0
"2698","madmen",0,0,1,0,0
"2699","maidenhoods",0,0,1,0,0
"2700","maidenwidowed",0,0,1,0,0
"2701","mammet",0,0,1,0,0
"2702","mangle",0,0,1,0,0
"2703","mangled",0,0,1,1,0
"2704","manly",0,0,1,0,0
"2705","mansion",0,0,2,0,0
"2706","mantle",0,0,1,0,0
"2707","markhere",0,0,1,0,0
"2708","martial",0,0,1,0,0
"2709","marvellous",0,0,1,0,0
"2710","matron",0,0,1,0,0
"2711","mebanished",0,0,1,0,0
"2712","memory",0,0,1,0,0
"2713","merciful",0,0,1,0,1
"2714","mercutios",0,0,4,0,1
"2715","mercy",0,0,3,1,1
"2716","meteor",0,0,1,0,0
"2717","methinks",0,0,1,2,0
"2718","mewd",0,0,1,0,0
"2719","mightst",0,0,2,0,0
"2720","miles",0,0,1,0,0
"2721","milk",0,0,1,0,0
"2722","minds",0,0,1,0,0
"2723","minion",0,0,1,0,0
"2724","minstrels",0,0,2,0,0
"2725","misbehaved",0,0,1,0,0
"2726","miserable",0,0,1,1,0
"2727","mistaking",0,0,1,0,0
"2728","mistermd",0,0,1,0,0
"2729","mistlike",0,0,1,0,0
"2730","misty",0,0,1,0,0
"2731","mixd",0,0,1,0,0
"2732","modern",0,0,1,0,0
"2733","modesty",0,0,2,1,0
"2734","monarch",0,0,1,0,0
"2735","monday",0,0,2,0,0
"2736","monument",0,0,1,0,5
"2737","mood",0,0,1,0,0
"2738","moody",0,0,2,0,0
"2739","moral",0,0,1,0,0
"2740","mornings",0,0,1,1,1
"2741","mortal",0,0,1,0,1
"2742","mountain",0,0,1,0,0
"2743","mumbling",0,0,1,0,0
"2744","murderd",0,0,2,0,1
"2745","murdered",0,0,1,0,0
"2746","murderer",0,0,3,0,0
"2747","murders",0,0,2,0,1
"2748","named",0,0,1,0,0
"2749","native",0,0,1,1,0
"2750","naught",0,0,1,0,0
"2751","needly",0,0,1,0,0
"2752","needs",0,0,1,3,0
"2753","needst",0,0,1,0,0
"2754","needy",0,0,1,0,2
"2755","newly",0,0,1,0,1
"2756","nice",0,0,1,0,1
"2757","nightingale",0,0,3,0,0
"2758","nightly",0,0,1,1,2
"2759","nobly",0,0,1,0,0
"2760","notes",0,0,1,0,0
"2761","nuts",0,0,1,0,0
"2762","obey",0,0,1,0,1
"2763","offence",0,0,1,0,0
"2764","omit",0,0,1,0,0
"2765","ones",0,0,1,0,0
"2766","ont",0,0,1,1,0
"2767","operation",0,0,1,0,0
"2768","opportunity",0,0,1,0,0
"2769","opposite",0,0,1,0,0
"2770","order",0,0,1,0,1
"2771","outrage",0,0,1,0,1
"2772","overset",0,0,1,0,0
"2773","owe",0,0,1,0,0
"2774","ownbe",0,0,1,0,0
"2775","pack",0,0,1,0,0
"2776","page",0,0,3,0,8
"2777","palace",0,0,1,0,1
"2778","pardoning",0,0,1,0,0
"2779","parentage",0,0,1,0,0
"2780","parts",0,0,2,0,0
"2781","peppered",0,0,1,0,0
"2782","perjured",0,0,1,0,0
"2783","perjury",0,0,1,0,0
"2784","peters",0,0,3,0,0
"2785","phaethon",0,0,1,0,0
"2786","philosophy",0,0,3,0,0
"2787","phoebus",0,0,1,0,0
"2788","pierced",0,0,1,0,0
"2789","piercing",0,0,1,0,0
"2790","pitcher",0,0,1,0,0
"2791","plague",0,0,3,0,0
"2792","playd",0,0,1,0,0
"2793","pleading",0,0,1,0,0
"2794","pluck",0,0,1,1,0
"2795","point",0,0,2,2,1
"2796","points",0,0,1,0,0
"2797","pomegranatetree",0,0,1,0,0
"2798","possessd",0,0,1,0,1
"2799","poutst",0,0,1,0,0
"2800","practise",0,0,1,0,0
"2801","praised",0,0,1,0,0
"2802","predicament",0,0,1,0,0
"2803","press",0,0,1,0,1
"2804","prevails",0,0,1,0,0
"2805","prevented",0,0,1,0,0
"2806","price",0,0,1,1,0
"2807","princes",0,0,6,0,0
"2808","proceeding",0,0,1,0,0
"2809","procures",0,0,1,0,0
"2810","professd",0,0,1,0,0
"2811","promise",0,0,1,0,0
"2812","proportiond",0,0,1,0,0
"2813","proud",0,0,6,0,0
"2814","prouds",0,0,1,0,0
"2815","provided",0,0,1,0,0
"2816","prudence",0,0,1,0,0
"2817","puling",0,0,1,0,0
"2818","purchase",0,0,1,0,0
"2819","purgatory",0,0,1,0,0
"2820","quarrelled",0,0,1,0,0
"2821","quarrelling",0,0,2,0,0
"2822","quarrels",0,0,1,0,0
"2823","quarter",0,0,1,0,0
"2824","quick",0,0,1,0,1
"2825","raging",0,0,1,0,0
"2826","railst",0,0,1,0,0
"2827","rains",0,0,1,0,0
"2828","rankd",0,0,1,0,0
"2829","rat",0,0,1,0,0
"2830","ratcatcher",0,0,1,0,0
"2831","rate",0,0,1,0,1
"2832","raven",0,0,1,0,0
"2833","ravens",0,0,1,0,0
"2834","reach",0,0,1,0,0
"2835","rearward",0,0,1,0,0
"2836","reason",0,0,4,1,0
"2837","receipt",0,0,1,0,0
"2838","reconcile",0,0,1,0,0
"2839","reflex",0,0,1,0,0
"2840","remedy",0,0,1,2,0
"2841","removed",0,0,1,0,0
"2842","renownd",0,0,1,0,0
"2843","repent",0,0,1,1,0
"2844","reply",0,0,1,0,0
"2845","reputation",0,0,1,0,0
"2846","resign",0,0,1,0,0
"2847","respective",0,0,1,0,0
"2848","respects",0,0,1,0,0
"2849","retire",0,0,1,0,0
"2850","retorts",0,0,1,0,0
"2851","revel",0,0,1,0,0
"2852","revenge",0,0,1,0,0
"2853","reverse",0,0,1,0,0
"2854","revived",0,0,1,0,1
"2855","riband",0,0,1,0,0
"2856","rise",0,0,1,0,0
"2857","rites",0,0,1,0,0
"2858","roard",0,0,1,0,0
"2859","robes",0,0,1,1,0
"2860","rogue",0,0,1,0,0
"2861","romeobanished",0,0,1,0,0
"2862","ropes",0,0,1,0,0
"2863","rouse",0,0,1,2,0
"2864","runagate",0,0,1,0,0
"2865","runaways",0,0,1,0,0
"2866","rushd",0,0,1,0,0
"2867","sack",0,0,1,0,0
"2868","sailing",0,0,1,0,0
"2869","scape",0,0,1,1,0
"2870","scarce",0,0,1,0,0
"2871","scratch",0,0,3,0,0
"2872","search",0,0,1,0,3
"2873","seemst",0,0,1,0,0
"2874","sees",0,0,1,0,0
"2875","seest",0,0,1,0,1
"2876","seize",0,0,1,0,0
"2877","sends",0,0,1,0,0
"2878","serpent",0,0,1,0,0
"2879","sets",0,0,1,0,0
"2880","severing",0,0,1,0,0
"2881","sharpground",0,0,1,0,0
"2882","sharps",0,0,1,0,0
"2883","shed",0,0,2,0,0
"2884","shortly",0,0,1,0,0
"2885","showering",0,0,1,0,0
"2886","signify",0,0,1,0,0
"2887","simpleness",0,0,1,0,0
"2888","sinabsolver",0,0,1,0,0
"2889","sinners",0,0,1,0,0
"2890","skitless",0,0,1,0,0
"2891","slain",0,0,13,1,3
"2892","slandertybalt",0,0,1,0,0
"2893","slaughterd",0,0,3,0,2
"2894","slay",0,0,2,2,0
"2895","slew",0,0,4,0,1
"2896","slewst",0,0,1,0,0
"2897","smatter",0,0,1,0,0
"2898","smilest",0,0,1,0,0
"2899","snow",0,0,1,0,0
"2900","sobersuited",0,0,1,0,0
"2901","softend",0,0,1,0,0
"2902","sojourn",0,0,1,0,0
"2903","sold",0,0,1,0,1
"2904","sorted",0,0,1,0,0
"2905","soundly",0,0,1,1,0
"2906","sounds",0,0,1,0,0
"2907","spakest",0,0,1,0,0
"2908","speakest",0,0,1,0,0
"2909","sped",0,0,1,0,0
"2910","spilt",0,0,1,0,0
"2911","spleen",0,0,1,0,0
"2912","spring",0,0,1,0,1
"2913","spy",0,0,1,1,0
"2914","stabs",0,0,1,0,1
"2915","staind",0,0,2,0,0
"2916","stainless",0,0,1,0,0
"2917","starve",0,0,1,0,0
"2918","stayd",0,0,1,0,2
"2919","staying",0,0,1,0,0
"2920","stealth",0,0,1,0,0
"2921","steeds",0,0,1,0,0
"2922","stirring",0,0,1,0,0
"2923","stoccata",0,0,1,0,0
"2924","stout",0,0,2,0,0
"2925","straining",0,0,1,0,0
"2926","stratagems",0,0,1,0,0
"2927","stroke",0,0,1,0,0
"2928","study",0,0,1,0,0
"2929","stuffd",0,0,1,0,1
"2930","subject",0,0,1,0,0
"2931","submission",0,0,1,0,0
"2932","sullen",0,0,1,1,0
"2933","sunset",0,0,1,0,0
"2934","surgeon",0,0,1,0,0
"2935","swifter",0,0,1,0,0
"2936","swounded",0,0,1,0,0
"2937","sympathy",0,0,1,0,0
"2938","table",0,0,1,0,0
"2939","taen",0,0,1,1,0
"2940","taken",0,0,2,0,0
"2941","taking",0,0,2,0,0
"2942","tallowface",0,0,1,0,0
"2943","tavern",0,0,1,0,0
"2944","tedious",0,0,1,0,1
"2945","temper",0,0,2,0,0
"2946","temperd",0,0,1,0,0
"2947","tempesttossed",0,0,1,0,0
"2948","terror",0,0,1,1,0
"2949","thankful",0,0,2,0,0
"2950","thankings",0,0,1,0,0
"2951","theirs",0,0,1,0,0
"2952","thereof",0,0,1,0,0
"2953","thinking",0,0,1,0,0
"2954","thisthou",0,0,1,0,0
"2955","thought",0,0,6,1,1
"2956","threatend",0,0,1,0,0
"2957","threehours",0,0,1,0,0
"2958","throne",0,0,1,0,1
"2959","throws",0,0,1,0,0
"2960","thursday",0,0,9,5,0
"2961","tide",0,0,1,0,0
"2962","tidings",0,0,2,0,1
"2963","tilts",0,0,1,0,0
"2964","tiptoe",0,0,1,0,0
"2965","torchbearer",0,0,1,0,0
"2966","torment",0,0,1,0,0
"2967","tot",0,0,2,0,0
"2968","traind",0,0,1,0,0
"2969","traitor",0,0,1,0,0
"2970","treason",0,0,1,0,0
"2971","tributary",0,0,1,0,0
"2972","truce",0,0,1,0,0
"2973","trumpet",0,0,1,0,0
"2974","tune",0,0,1,0,0
"2975","turnd",0,0,1,0,0
"2976","tutor",0,0,1,0,0
"2977","twain",0,0,1,0,1
"2978","twere",0,0,1,0,0
"2979","twixt",0,0,1,1,0
"2980","tybalts",0,0,9,1,1
"2981","tying",0,0,1,0,0
"2982","unaccustomd",0,0,2,0,1
"2983","undone",0,0,2,0,0
"2984","universal",0,0,1,0,0
"2985","unluckily",0,0,1,0,0
"2986","unlucky",0,0,1,0,1
"2987","unmade",0,0,1,0,0
"2988","unmannd",0,0,1,0,0
"2989","unpleasing",0,0,1,0,0
"2990","unreasonable",0,0,1,0,0
"2991","unruly",0,0,1,0,0
"2992","unseemly",0,0,1,0,0
"2993","unseen",0,0,1,0,0
"2994","untalkd",0,0,1,0,0
"2995","unthankfulness",0,0,1,0,0
"2996","unworthy",0,0,2,0,0
"2997","usest",0,0,1,0,0
"2998","usurer",0,0,1,0,0
"2999","utter",0,0,1,0,0
"3000","uttered",0,0,1,0,0
"3001","validity",0,0,1,0,0
"3002","valour",0,0,1,1,0
"3003","valours",0,0,1,0,0
"3004","vanishd",0,0,1,0,0
"3005","vaulty",0,0,1,0,0
"3006","venge",0,0,1,0,0
"3007","vengeance",0,0,1,0,1
"3008","vitae",0,0,1,1,0
"3009","voices",0,0,1,0,0
"3010","vowd",0,0,1,0,0
"3011","vowel",0,0,1,0,0
"3012","wailing",0,0,1,0,0
"3013","wakened",0,0,1,0,0
"3014","wary",0,0,1,0,0
"3015","wash",0,0,2,0,0
"3016","weal",0,0,1,0,0
"3017","wed",0,0,3,0,0
"3018","wedded",0,0,1,1,0
"3019","weddingbed",0,0,1,0,0
"3020","weddingday",0,0,1,1,0
"3021","wednesday",0,0,2,1,0
"3022","week",0,0,1,1,0
"3023","weeping",0,0,4,0,0
"3024","weeps",0,0,2,1,1
"3025","weepst",0,0,1,0,0
"3026","welladay",0,0,1,1,0
"3027","wentst",0,0,1,0,0
"3028","west",0,0,1,0,0
"3029","whining",0,0,1,0,0
"3030","whiter",0,0,1,0,0
"3031","whos",0,0,1,0,1
"3032","wicked",0,0,1,0,0
"3033","wild",0,0,1,0,2
"3034","wills",0,0,1,0,0
"3035","wink",0,0,1,0,0
"3036","winning",0,0,1,0,0
"3037","wives",0,0,1,0,0
"3038","woful",0,0,1,7,0
"3039","wolvishravening",0,0,1,0,0
"3040","womanish",0,0,1,1,0
"3041","wonder",0,0,2,0,0
"3042","worlds",0,0,1,0,1
"3043","worms",0,0,1,0,1
"3044","worship",0,0,2,0,0
"3045","worthy",0,0,1,0,0
"3046","wot",0,0,1,0,0
"3047","wounds",0,0,1,0,0
"3048","wreak",0,0,1,0,0
"3049","wretched",0,0,2,1,0
"3050","wring",0,0,1,0,0
"3051","wrought",0,0,1,0,1
"3052","yon",0,0,3,0,0
"3053","zounds",0,0,2,0,0
"3054","abate",0,0,0,1,0
"3055","abused",0,0,0,1,0
"3056","accursed",0,0,0,1,0
"3057","acting",0,0,0,1,0
"3058","advanced",0,0,0,2,1
"3059","amended",0,0,0,1,0
"3060","ancestors",0,0,0,1,0
"3061","angelica",0,0,0,1,0
"3062","arbitrating",0,0,0,1,0
"3063","ast",0,0,0,1,0
"3064","attires",0,0,0,1,0
"3065","awake",0,0,0,2,0
"3066","baked",0,0,0,1,0
"3067","baskets",0,0,0,1,0
"3068","battlements",0,0,0,1,0
"3069","becomed",0,0,0,1,0
"3070","beguild",0,0,0,1,0
"3071","behests",0,0,0,1,0
"3072","behoveful",0,0,0,1,0
"3073","bells",0,0,0,1,0
"3074","bids",0,0,0,1,0
"3075","borne",0,0,0,1,0
"3076","borrowd",0,0,0,1,1
"3077","bounds",0,0,0,1,0
"3078","breathes",0,0,0,1,0
"3079","burial",0,0,0,1,0
"3080","buried",0,0,0,3,1
"3081","busy",0,0,0,1,0
"3082","catchd",0,0,0,1,0
"3083","catling",0,0,0,1,0
"3084","certain",0,0,0,1,0
"3085","chain",0,0,0,1,0
"3086","chapless",0,0,0,1,0
"3087","charnelhouse",0,0,0,1,0
"3088","chat",0,0,0,1,0
"3089","city",0,0,0,1,2
"3090","closet",0,0,0,1,0
"3091","clothes",0,0,0,1,0
"3092","club",0,0,0,1,0
"3093","cock",0,0,0,1,0
"3094","commission",0,0,0,1,0
"3095","compass",0,0,0,1,0
"3096","confusions",0,0,0,2,0
"3097","continue",0,0,0,1,0
"3098","cook",0,0,0,2,0
"3099","cooks",0,0,0,1,0
"3100","copest",0,0,0,1,0
"3101","cost",0,0,0,1,0
"3102","cotquean",0,0,0,1,0
"3103","country",0,0,0,1,0
"3104","counts",0,0,0,1,0
"3105","cross",0,0,0,1,1
"3106","crossing",0,0,0,1,0
"3107","crotchets",0,0,0,1,0
"3108","crowd",0,0,0,1,0
"3109","culld",0,0,0,1,0
"3110","curfewbell",0,0,0,1,0
"3111","custom",0,0,0,1,0
"3112","dagger",0,0,0,4,3
"3113","dangerous",0,0,0,1,0
"3114","darest",0,0,0,1,0
"3115","dash",0,0,0,1,0
"3116","dates",0,0,0,1,0
"3117","deceased",0,0,0,1,0
"3118","deck",0,0,0,1,0
"3119","deed",0,0,0,1,0
"3120","deflowered",0,0,0,1,0
"3121","deprived",0,0,0,1,0
"3122","detestable",0,0,0,1,1
"3123","dirges",0,0,0,1,0
"3124","dishonourd",0,0,0,1,0
"3125","distilled",0,0,0,1,0
"3126","distraught",0,0,0,1,0
"3127","distressed",0,0,0,1,0
"3128","divorced",0,0,0,1,0
"3129","doleful",0,0,0,1,0
"3130","dressd",0,0,0,1,0
"3131","drier",0,0,0,1,0
"3132","drink",0,0,0,2,1
"3133","drowsy",0,0,0,1,0
"3134","dump",0,0,0,2,0
"3135","dumps",0,0,0,1,0
"3136","enjoind",0,0,0,1,0
"3137","environed",0,0,0,1,0
"3138","eternal",0,0,0,1,0
"3139","evening",0,0,0,1,0
"3140","execution",0,0,0,1,0
"3141","extremes",0,0,0,1,0
"3142","fade",0,0,0,1,0
"3143","fears",0,0,0,1,0
"3144","festering",0,0,0,1,0
"3145","fit",0,0,0,1,1
"3146","forefathers",0,0,0,1,0
"3147","forgive",0,0,0,1,1
"3148","forsooth",0,0,0,1,0
"3149","forty",0,0,0,1,1
"3150","freezes",0,0,0,1,0
"3151","fright",0,0,0,1,0
"3152","frost",0,0,0,1,0
"3153","funeral",0,0,0,1,0
"3154","furnish",0,0,0,1,0
"3155","gadding",0,0,0,1,0
"3156","ghost",0,0,0,1,0
"3157","gleek",0,0,0,1,0
"3158","goodfellows",0,0,0,1,0
"3159","government",0,0,0,1,0
"3160","griping",0,0,0,1,0
"3161","harlotry",0,0,0,1,0
"3162","hastes",0,0,0,1,0
"3163","hated",0,0,0,1,0
"3164","headstrong",0,0,0,1,0
"3165","healthsome",0,0,0,1,0
"3166","hearing",0,0,0,1,1
"3167","hearst",0,0,0,1,2
"3168","heat",0,0,0,1,0
"3169","hideous",0,0,0,1,0
"3170","hire",0,0,0,1,2
"3171","horrible",0,0,0,1,0
"3172","housewife",0,0,0,1,0
"3173","hugh",0,0,0,1,0
"3174","hymns",0,0,0,1,0
"3175","immoderately",0,0,0,1,0
"3176","instruments",0,0,0,1,1
"3177","inundation",0,0,0,1,0
"3178","invite",0,0,0,1,0
"3179","iron",0,0,0,2,2
"3180","issue",0,0,0,1,0
"3181","james",0,0,0,1,0
"3182","jealous",0,0,0,2,1
"3183","joind",0,0,0,1,0
"3184","joys",0,0,0,1,1
"3185","keys",0,0,0,1,0
"3186","kindred",0,0,0,1,0
"3187","kinsmans",0,0,0,1,0
"3188","knit",0,0,0,1,0
"3189","knot",0,0,0,1,0
"3190","knows",0,0,0,1,2
"3191","label",0,0,0,1,0
"3192","labour",0,0,0,1,0
"3193","lament",0,0,0,1,0
"3194","lasting",0,0,0,1,0
"3195","laying",0,0,0,1,1
"3196","leisure",0,0,0,2,0
"3197","lend",0,0,0,1,0
"3198","lesser",0,0,0,1,0
"3199","lick",0,0,0,3,0
"3200","likely",0,0,0,1,0
"3201","liquor",0,0,0,1,0
"3202","livest",0,0,0,1,0
"3203","loggerhead",0,0,0,1,0
"3204","logs",0,0,0,3,0
"3205","longexperienced",0,0,0,1,0
"3206","lour",0,0,0,1,0
"3207","lurk",0,0,0,1,0
"3208","madly",0,0,0,1,0
"3209","mandrakes",0,0,0,1,0
"3210","manner",0,0,0,1,0
"3211","martyrd",0,0,0,1,0
"3212","mass",0,0,0,2,0
"3213","meats",0,0,0,1,0
"3214","melancholy",0,0,0,1,0
"3215","merriment",0,0,0,1,0
"3216","minded",0,0,0,1,0
"3217","ministerd",0,0,0,1,0
"3218","minstrel",0,0,0,1,0
"3219","mixture",0,0,0,1,0
"3220","money",0,0,0,1,0
"3221","mourners",0,0,0,1,0
"3222","mousehunt",0,0,0,1,0
"3223","mouth",0,0,0,1,1
"3224","musician",0,0,0,14,0
"3225","necessaries",0,0,0,1,0
"3226","needful",0,0,0,1,0
"3227","newmade",0,0,0,1,1
"3228","oercoverd",0,0,0,1,0
"3229","office",0,0,0,1,1
"3230","opposition",0,0,0,1,0
"3231","oppress",0,0,0,1,0
"3232","ordained",0,0,0,1,0
"3233","orisons",0,0,0,1,0
"3234","overthrown",0,0,0,1,0
"3235","packed",0,0,0,1,0
